@id,title,dateCreated,dateModified,sameAs,rights.name,creator.@id,creator.name,usage.viewCount,usage.downloadCount
https://test.osf.io/hpjrq,This is my preprint,2017-10-31,2018-12-14,https://doi.org/10.1149/FK2osf.io/hpjrq,CC0 1.0 Universal,https://test.osf.io/9wnsy,Matt Spitzer,,
https://test.osf.io/abqfw,Traversy,2018-03-05,2018-12-14,https://doi.org/10.31228/FK2osf.io/abqfw,CC0 1.0 Universal,https://test.osf.io/gmea2,Amanda Test Liscouski,,
https://test.osf.io/c73az,QA Runscope,2019-04-25,2019-04-25,https://doi.org/10.31219/osf.io/c73az,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/8kdxe,hello burl again,2019-05-28,2019-05-28,,CC0 1.0 Universal,https://test.osf.io/3pwky,Sara Bowman,,
https://test.osf.io/x4j3c,QA Runscope,2020-07-22,2020-07-22,https://doi.org/10.31219/FK2osf.io/x4j3c,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/9mh48,QA Runscope,2019-12-03,2019-12-03,https://doi.org/10.31219/osf.io/9mh48,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/fvpq4,QA Runscope,2021-03-06,2021-03-06,https://doi.org/10.31219/FK2osf.io/fvpq4,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/ue9xw,QA Runscope,2019-11-26,2019-11-26,https://doi.org/10.31219/osf.io/ue9xw,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/u85te,QA Runscope,2020-08-05,2020-08-05,https://doi.org/10.31219/FK2osf.io/u85te,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/xh8j2,DOI Version check - V2,2025-01-28,2025-02-06,https://doi.org/10.31219/FK2osf.io/xh8j2_v2,CC0 1.0 Universal,https://test.osf.io/5ckty ; https://test.osf.io/kzqhy ; https://test.osf.io/t82fv,OSFTestingReadOnlyUser ; Ramyashri Virajamangala ; OSFTesting+Read+Write+User,,
https://test.osf.io/swx8b,QA Runscope,2019-11-01,2019-11-01,https://doi.org/10.31219/osf.io/swx8b,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/akcs3,QA Runscope,2020-08-02,2020-08-02,https://doi.org/10.31219/FK2osf.io/akcs3,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/ej7qm,QA Runscope,2020-07-03,2020-07-03,https://doi.org/10.31219/FK2osf.io/ej7qm,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/ktdsg,QA Runscope,2020-12-16,2020-12-16,https://doi.org/10.31219/FK2osf.io/ktdsg,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/hayj5,QA Runscope,2020-12-27,2020-12-27,https://doi.org/10.31219/FK2osf.io/hayj5,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/2rgbj,QA Runscope,2021-04-16,2021-04-16,https://doi.org/10.31219/FK2osf.io/2rgbj,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/cpq72,QA Runscope,2019-09-30,2019-09-30,https://doi.org/10.31219/osf.io/cpq72,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/phzct,QA Runscope,2021-08-08,2021-08-08,https://doi.org/10.31219/FK2osf.io/phzct,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/ku43z,Testing modified date,2025-07-31,2025-08-11,,CC-By Attribution 4.0 International,https://test.osf.io/atryg,Blaine Butler,,
https://test.osf.io/wp6am,QA Runscope,2021-03-02,2021-03-02,https://doi.org/10.31219/FK2osf.io/wp6am,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/pat7e,"The Proliferation of Men: Markets, Property, and Seizure in Jordan",2017-10-31,2018-12-14,https://doi.org/10.31235/osf.io/pat7e,CC0 1.0 Universal,https://test.osf.io/4bjzt,Lauren Barker,,
https://test.osf.io/w5ybq,QA Runscope,2021-05-28,2021-05-28,https://doi.org/10.31219/FK2osf.io/w5ybq,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/dhy7g,Environmental studies,2020-01-16,2020-01-16,https://doi.org/10.31219/osf.io/dhy7g,CC0 1.0 Universal,https://test.osf.io/3pwky,Sara Bowman,,
https://test.osf.io/c6pjf,QA Runscope,2021-10-11,2021-10-11,https://doi.org/10.31219/FK2osf.io/c6pjf,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/w5rcd,QA Runscope,2019-04-22,2019-04-22,https://doi.org/10.31219/osf.io/w5rcd,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/cutyz,QA Runscope,2021-07-02,2021-07-02,https://doi.org/10.31219/FK2osf.io/cutyz,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/k5h8t,QA Runscope,2020-12-17,2020-12-17,https://doi.org/10.31219/FK2osf.io/k5h8t,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/ywb8k,QA Runscope,2019-08-09,2019-08-09,https://doi.org/10.31219/osf.io/ywb8k,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/n3vzg,QA Runscope,2021-03-11,2021-03-11,https://doi.org/10.31219/FK2osf.io/n3vzg,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/wqz8k,QA Runscope,2019-12-04,2019-12-04,https://doi.org/10.31219/osf.io/wqz8k,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/xdy5b,QA Runscope,2021-07-19,2021-07-19,https://doi.org/10.31219/FK2osf.io/xdy5b,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/8n3va,Pepo: one of the oldest domesticated plants,2019-09-05,2019-09-05,https://doi.org/10.31234/osf.io/8n3va,CC-By Attribution 4.0 International,https://test.osf.io/2vpbm ; https://test.osf.io/5bsz4 ; https://test.osf.io/6nxqr ; https://test.osf.io/73yah ; https://test.osf.io/9f3bu ; https://test.osf.io/9r563 ; https://test.osf.io/9zwa8 ; https://test.osf.io/auzgk ; https://test.osf.io/e4mgw ; https://test.osf.io/gmea2 ; https://test.osf.io/k3cmu ; https://test.osf.io/nvxzg ; https://test.osf.io/rx4vp ; https://test.osf.io/tv6af ; https://test.osf.io/u358p ; https://test.osf.io/wbn4m ; https://test.osf.io/zrjsp ; https://test.osf.io/ztqy7,Rhombus Q. Amanda-Jcosqa Roman ; Amanda Lisko ; Amanda Jcosqa ; Elm Family ; Amanda Stodgy ; Beech Fullnamehere ; Oval R. Amanda-Jcosqa Omagh ; Yellow Middle Family ; Circle L. Amanda-Jcosqa Cardiff ; Amanda Test Liscouski ; Amanda Bowmo ; Josh Hernandez ; Blue Middle Family ; Locust Tree ; Amanda Bowmo ; Crescent G. Amanda-Jcosqa Cameron ; Ashgiven Ashfamily ; Isosceles Triangle-Amanda,,
https://test.osf.io/fdujx,QA Runscope,2019-07-27,2019-07-27,https://doi.org/10.31219/osf.io/fdujx,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/5pnjt,QA Runscope,2021-08-02,2021-08-02,https://doi.org/10.31219/FK2osf.io/5pnjt,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/r7sg4,testing,2018-11-13,2018-12-14,https://doi.org/10.31219/osf.io/r7sg4,CC-By Attribution 4.0 International,https://test.osf.io/5jqnu,Rebecca Rosenblatt,,
https://test.osf.io/j8fcy,QA Runscope,2019-09-10,2019-09-10,https://doi.org/10.31219/osf.io/j8fcy,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/8yd53,QA Runscope,2020-05-25,2020-05-25,https://doi.org/10.31219/FK2osf.io/8yd53,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/yuzh5,QA Runscope,2020-05-15,2020-05-15,https://doi.org/10.31219/FK2osf.io/yuzh5,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/hqjc8,QA Runscope,2021-07-08,2021-07-08,https://doi.org/10.31219/FK2osf.io/hqjc8,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/xnswz,QA Runscope,2019-09-01,2019-09-01,https://doi.org/10.31219/osf.io/xnswz,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/ncjxm,Test Submission,2017-10-31,2018-12-14,https://doi.org/10.31235/osf.io/ncjxm,CC0 1.0 Universal,https://test.osf.io/4bjzt ; https://test.osf.io/mkz8n,Lauren Barker ; John Millstone,,
https://test.osf.io/e2zu9,QA Runscope,2020-11-14,2020-11-14,https://doi.org/10.31219/FK2osf.io/e2zu9,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/fqpdg,QA Runscope,2021-07-17,2021-07-17,https://doi.org/10.31219/FK2osf.io/fqpdg,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/6285j,alsjdhfgalsjhdgfljhag,2024-12-04,2024-12-04,,CC-By Attribution 4.0 International,https://test.osf.io/kbc2d,Matt,,
https://test.osf.io/f3h5u,QA Runscope,2021-01-29,2021-01-29,https://doi.org/10.31219/FK2osf.io/f3h5u,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/k3usj,Political Ideology and Age,2020-09-01,2020-09-01,https://doi.org/10.31219/FK2osf.io/k3usj,CC-By Attribution 4.0 International,https://test.osf.io/783bw ; https://test.osf.io/f3bdm,Nici Product ; Nicole Pfeiffer,,
https://test.osf.io/eqwvx,TEST GUARDIAN PREPRINT - GRAPES,2019-06-17,2019-06-17,https://doi.org/10.31219/osf.io/eqwvx,CC0 1.0 Universal,https://test.osf.io/6qjsb ; https://test.osf.io/mfnwq,Grapes McGee ; Dawn Pattison,,
https://test.osf.io/qpj7v,QA Runscope,2020-10-09,2020-10-09,https://doi.org/10.31219/FK2osf.io/qpj7v,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/83edu,QA Runscope,2021-04-15,2021-04-15,https://doi.org/10.31219/FK2osf.io/83edu,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/fbjmc,Testing,2025-01-03,2025-01-03,,CC-By Attribution 4.0 International,https://test.osf.io/atryg,Blaine Butler,,
https://test.osf.io/4s7wa,Testing metadata oddness,2025-03-07,2025-03-11,https://doi.org/10.31235/FK2osf.io/4s7wa_v1,CC-By Attribution 4.0 International,https://test.osf.io/fs8ux ; https://test.osf.io/uwdve,Daniel Steger ; Fake Person,,
https://test.osf.io/9k7sr,Testing bibliographic permissions,2025-04-21,2025-07-29,https://doi.org/10.31219/FK2osf.io/9k7sr_v1,CC-By Attribution 4.0 International,https://test.osf.io/8j25u ; https://test.osf.io/atryg ; https://test.osf.io/uwdve,Michaela Riggio ; Blaine Butler ; Fake Person,,
https://test.osf.io/p8az2,this is a preprint,2025-09-19,2025-09-19,,CC0 1.0 Universal,https://test.osf.io/cdr63,Eric Olson,,
https://test.osf.io/mp6g4,QA Runscope,2020-03-21,2020-03-21,https://doi.org/10.31219/FK2osf.io/mp6g4,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/pex4v,merry christmas,2018-01-03,2018-12-14,https://doi.org/10.31219/FK2osf.io/pex4v,CC0 1.0 Universal,https://test.osf.io/3pwky,Sara Bowman,,
https://test.osf.io/7axyj,Test rejection email notification,2024-09-12,2025-02-06,https://doi.org/10.31219/FK2osf.io/7axyj_v1,CC0 1.0 Universal,https://test.osf.io/5ckty ; https://test.osf.io/kzqhy ; https://test.osf.io/t82fv,OSFTestingReadOnlyUser ; Ramyashri Virajamangala ; OSFTesting+Read+Write+User,,
https://test.osf.io/f9gca,QA Runscope,2020-04-24,2020-04-24,https://doi.org/10.31219/FK2osf.io/f9gca,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/rh3pg,QA Runscope,2021-04-10,2021-04-10,https://doi.org/10.31219/FK2osf.io/rh3pg,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/acht8,QA Runscope,2019-12-01,2019-12-01,https://doi.org/10.31219/osf.io/acht8,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/586nf,QA Runscope,2020-08-13,2020-08-13,https://doi.org/10.31219/FK2osf.io/586nf,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/uqph5,Test,2020-02-17,2020-02-17,https://doi.org/10.31219/osf.io/uqph5,No license,https://test.osf.io/783bw,Nici Product,,
https://test.osf.io/6v9tg,test reject/resubmit workflow,2024-10-07,2025-02-06,https://doi.org/10.31224/FK2osf.io/6v9tg_v1,CC0 1.0 Universal,https://test.osf.io/5ckty ; https://test.osf.io/kzqhy ; https://test.osf.io/t82fv,OSFTestingReadOnlyUser ; Ramyashri Virajamangala ; OSFTesting+Read+Write+User,,
https://test.osf.io/cmgsz,Travails Test,2018-06-16,2018-12-14,,CC-By Attribution 4.0 International,https://test.osf.io/gmea2,Amanda Test Liscouski,,
https://test.osf.io/rajxt,QA Runscope,2021-08-24,2021-08-24,https://doi.org/10.31219/FK2osf.io/rajxt,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/fx5d3,Text,2019-10-21,2019-10-22,https://doi.org/10.31234/osf.io/fx5d3,CC0 1.0 Universal,https://test.osf.io/fdj8g ; https://test.osf.io/j78qb ; https://test.osf.io/rx4vp,Florence Middle Family ; zoip ; Blue Middle Family,,
https://test.osf.io/ksxqy,QA Runscope,2020-06-26,2020-06-26,https://doi.org/10.31219/FK2osf.io/ksxqy,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/9zrka,QA Runscope,2021-06-01,2021-06-01,https://doi.org/10.31219/FK2osf.io/9zrka,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/m8h9p,test submission deployment #2,2022-09-30,2022-09-30,,CC0 1.0 Universal,https://test.osf.io/cdr63,Eric Olson,,
https://test.osf.io/rh65j,QA Runscope,2020-09-01,2020-09-01,https://doi.org/10.31219/FK2osf.io/rh65j,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/d7ntp,Hotdog Stand,2018-09-24,2018-12-14,https://doi.org/10.31219/osf.io/d7ntp,CC0 1.0 Universal,https://test.osf.io/3pwky ; https://test.osf.io/5jqnu ; https://test.osf.io/783bw ; https://test.osf.io/c9u3p,Sara Bowman ; Rebecca Rosenblatt ; Nici Product ; Jolene Esposito,,
https://test.osf.io/6g5nm,Test Tag Manager,2018-07-11,2018-12-14,https://doi.org/10.31219/FK2osf.io/6g5nm,CC0 1.0 Universal,https://test.osf.io/4bjzt,Lauren Barker,,
https://test.osf.io/c7ywn,QA Runscope,2020-03-26,2020-03-26,https://doi.org/10.31219/FK2osf.io/c7ywn,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/5saw4,QA Runscope,2021-06-27,2021-06-27,https://doi.org/10.31219/FK2osf.io/5saw4,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/7sdh9,QA Runscope,2020-08-29,2020-08-29,https://doi.org/10.31219/FK2osf.io/7sdh9,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/k7zb6,QA Runscope,2021-10-15,2021-10-15,https://doi.org/10.31219/FK2osf.io/k7zb6,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/mjpxy,QA Runscope,2021-02-10,2021-02-10,https://doi.org/10.31219/FK2osf.io/mjpxy,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/x6gb8,Blyat,2018-09-19,2018-12-14,https://doi.org/10.31219/osf.io/x6gb8,CC0 1.0 Universal,https://test.osf.io/kbc2d,Matt,,
https://test.osf.io/afrpx,QA Runscope,2020-11-11,2020-11-11,https://doi.org/10.31219/FK2osf.io/afrpx,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/9sz2f,QA Runscope,2020-01-11,2020-01-11,https://doi.org/10.31219/osf.io/9sz2f,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/k5vqr,QA Runscope,2019-07-05,2019-07-05,https://doi.org/10.31219/osf.io/k5vqr,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/3edta,preprint test,2025-10-02,2025-10-02,,CC-By Attribution 4.0 International,https://test.osf.io/cdr63,Eric Olson,,
https://test.osf.io/s86hk,TestWithdraw,2023-12-15,2023-12-15,,CC-By Attribution 4.0 International,https://test.osf.io/kzqhy,Ramyashri Virajamangala,,
https://test.osf.io/wdnax,"Rain, Bow.  A bow of Rain.",2018-10-29,2018-12-14,https://doi.org/10.31219/osf.io/wdnax,CC0 1.0 Universal,https://test.osf.io/gmea2 ; https://test.osf.io/yhr8k,Amanda Test Liscouski ; Ajcosqa Orcid,,
https://test.osf.io/cxpg9,QA Runscope,2019-12-12,2019-12-12,https://doi.org/10.31219/osf.io/cxpg9,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/pfzwm,QA Runscope,2019-11-03,2019-11-03,https://doi.org/10.31219/osf.io/pfzwm,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/2r8kq,QA Runscope,2021-07-16,2021-07-16,https://doi.org/10.31219/FK2osf.io/2r8kq,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/mj8te,Also unregistered,2018-12-03,2019-02-22,https://doi.org/10.31219/osf.io/mj8te,CC0 1.0 Universal,https://test.osf.io/auzgk ; https://test.osf.io/gqe6j ; https://test.osf.io/rx4vp,Yellow Middle Family ; citrus ; Blue Middle Family,,
https://test.osf.io/mzjc4,QA Runscope,2020-10-10,2020-10-10,https://doi.org/10.31219/FK2osf.io/mzjc4,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/k5vh7,Social paper,2025-10-02,2025-10-02,,CC-By Attribution 4.0 International,https://test.osf.io/783bw,Nici Product,,
https://test.osf.io/crh9t,QA Runscope,2020-11-25,2020-11-25,https://doi.org/10.31219/FK2osf.io/crh9t,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/23sfp,QA Runscope,2021-03-26,2021-03-26,https://doi.org/10.31219/FK2osf.io/23sfp,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/szgfh,QA Runscope,2020-06-12,2020-06-12,https://doi.org/10.31219/FK2osf.io/szgfh,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/whd3g,QA Runscope,2019-07-11,2019-07-11,https://doi.org/10.31219/osf.io/whd3g,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/y82ks,QA Runscope,2019-10-12,2019-10-12,https://doi.org/10.31219/osf.io/y82ks,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/urd5z,QA Runscope,2020-08-25,2020-08-25,https://doi.org/10.31219/FK2osf.io/urd5z,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/qx5ea,QA Runscope,2020-06-08,2020-06-08,https://doi.org/10.31219/FK2osf.io/qx5ea,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/ewbq8,QA Runscope,2021-03-10,2021-03-10,https://doi.org/10.31219/FK2osf.io/ewbq8,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/vxajk,QA Runscope,2019-12-15,2019-12-15,https://doi.org/10.31219/osf.io/vxajk,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/tr2ae,QA Runscope,2019-07-30,2019-07-30,https://doi.org/10.31219/osf.io/tr2ae,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/z7qrw,QA Runscope,2020-07-05,2020-07-05,https://doi.org/10.31219/FK2osf.io/z7qrw,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/qp8xz,QA Runscope,2019-05-11,2019-05-11,https://doi.org/10.31219/osf.io/qp8xz,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/t6h5p,QA Runscope,2020-07-16,2020-07-16,https://doi.org/10.31219/FK2osf.io/t6h5p,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/3d72h,QA Runscope,2019-05-25,2019-05-25,https://doi.org/10.31219/osf.io/3d72h,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/e5x2v,QA Runscope,2019-11-07,2019-11-07,https://doi.org/10.31219/osf.io/e5x2v,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/auhme,QA Runscope,2019-05-17,2019-05-17,https://doi.org/10.31219/osf.io/auhme,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/fpy8b,Testing post moderation,2024-07-16,2024-07-16,,CC0 1.0 Universal,https://test.osf.io/kzqhy,Ramyashri Virajamangala,,
https://test.osf.io/cn273,QA Runscope,2019-10-27,2019-10-27,https://doi.org/10.31219/osf.io/cn273,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/9yqpx,QA Runscope,2021-01-08,2021-01-08,https://doi.org/10.31219/FK2osf.io/9yqpx,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/z4bya,QA Runscope,2020-05-23,2020-05-23,https://doi.org/10.31219/FK2osf.io/z4bya,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/5u2re,QA Runscope,2020-01-24,2020-01-24,https://doi.org/10.31219/osf.io/5u2re,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/vptka,Downwards,2018-06-16,2018-12-14,,CC-By Attribution 4.0 International,https://test.osf.io/gmea2,Amanda Test Liscouski,,
https://test.osf.io/c5ns3,QA Runscope,2020-02-13,2020-02-13,https://doi.org/10.31219/osf.io/c5ns3,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/7bprx,QA Runscope,2019-05-17,2019-05-17,https://doi.org/10.31219/osf.io/7bprx,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/rkg4v,Mobile Health,2024-12-09,2024-12-09,https://doi.org/10.31219/FK2osf.io/rkg4v,CC-By Attribution 4.0 International,https://test.osf.io/qa6hy,Mark Call,,
https://test.osf.io/nhxq3,QA Runscope,2019-08-23,2019-08-23,https://doi.org/10.31219/osf.io/nhxq3,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/sm46x,QA Runscope,2020-04-05,2020-04-05,https://doi.org/10.31219/FK2osf.io/sm46x,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/gwjf6,QA Runscope,2019-03-19,2019-03-19,https://doi.org/10.31219/osf.io/gwjf6,,https://test.osf.io/9p57h,QA Runscope,,
https://test.osf.io/ck63r,QA Runscope,2020-07-17,2020-07-17,https://doi.org/10.31219/FK2osf.io/ck63r,,https://test.osf.io/9p57h,QA Runscope,,
