@id,title,dateCreated,dateModified,sameAs,storageRegion.prefLabel,storageByteCount,creator.@id,creator.name,usage.viewCount,resourceNature.displayLabel,rights.name,hasOsfAddon.prefLabel,funder.name
https://test.osf.io/cj8wg,component files,2024-10-17,2024-10-17,,United States,47657,https://test.osf.io/atryg,Blaine Butler,1,,CC-By Attribution-ShareAlike 4.0 International,,
https://test.osf.io/2g735,Cognitive Load and Task Switching in Online Learning,2025-09-17,2025-11-25,,United States,2097128,https://test.osf.io/4yjuh ; https://test.osf.io/8627p ; https://test.osf.io/qa6hy,Mark (Read) ; Mark (Write) ; Adrian Novak,3,,CC0 1.0 Universal,,
https://test.osf.io/mjfeb,VRL - UAT Hotfix Check,2025-07-10,2025-07-10,,United States,0,https://test.osf.io/p8yhf,LC Test - Creator Admin Contributor,,,,,
https://test.osf.io/hvrgu,Public Private test,2020-07-15,2020-07-15,,United States,83866,https://test.osf.io/djvfh,Alex DeHaven,,,,,
https://test.osf.io/vf3ub,Fork of Supplement project new,2025-10-16,2025-10-16,,United States,14822,https://test.osf.io/kzqhy,Ramyashri Virajamangala,,Book,Apache License 2.0,S3,"Nanoscience and Nanoengineering, Duke University"
https://test.osf.io/jxwpb,Corbin's test project,2019-11-01,2021-02-01,,United States,73248,https://test.osf.io/4ytz7,Corbin Sanders,,,,,
https://test.osf.io/58m96,Search Test,2019-04-02,2019-04-02,,United States,0,https://test.osf.io/mfnwq,Dawn Pattison,,,,,
https://test.osf.io/6gbcj,Main project,2021-05-26,2024-01-05,,United States,369,https://test.osf.io/qnaus,Futa COS Ikeda,,,Artistic License 2.0,,
https://test.osf.io/wv64f,We are testing preprint stuff,2025-10-06,2025-10-06,,United States,0,https://test.osf.io/h9jng,Crystal Steltenpohl,,,Mozilla Public License 2.0,,
https://test.osf.io/bgz78,test proj supplem,2025-10-07,2025-10-07,,Canada - Montréal,0,https://test.osf.io/cdr63,Eric Olson,,,,,
https://test.osf.io/b7wja,DC Test - Collection Project - 12192022,2022-12-19,2022-12-19,,United States,3593,https://test.osf.io/e3sfk ; https://test.osf.io/mj5yh ; https://test.osf.io/uzsqc,DC Test  Emu ; DC Test - Bat ; DC Test - Owl,,,CC0 1.0 Universal,,
https://test.osf.io/dqseg,Metadata Tutorial Evaluation,2022-08-11,2025-11-20,,United States,71296,https://test.osf.io/c78ru,Gretchen Gueguen,5,,CC-By Attribution 4.0 International,,
https://test.osf.io/3zk4a,Public Component,2024-10-07,2025-01-08,,United States,47657,https://test.osf.io/uwdve,Fake Person,1,,,,
https://test.osf.io/bgyke,c11,2020-11-16,2020-11-16,,United States,0,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/9u4wm,1,2023-03-10,2023-03-27,,United States,0,https://test.osf.io/afjrt,DC Test Duck,,,CC0 1.0 Universal,,
https://test.osf.io/xfywd,Analysis,2020-03-31,2021-03-23,,United States,17097,https://test.osf.io/mraqk,Bri L Luis,,,,,
https://test.osf.io/pnm5q,Proposal files,2023-10-16,2023-10-16,,United States,0,https://test.osf.io/atryg,Blaine Butler,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,
https://test.osf.io/wgfsx,Onedrive project,2025-02-25,2025-05-06,,United States,437,https://test.osf.io/kzqhy,Ramyashri Virajamangala,,,CC0 1.0 Universal,,
https://test.osf.io/zkvf5,Institution SSO w/ Unclaimed or Unconfirmed Accounts,2019-11-04,2021-04-13,,United States,0,https://test.osf.io/dgj72,Longze Chen - Super,1,,,,
https://test.osf.io/v2yfp,addons,2022-08-02,2024-08-09,,United States,0,https://test.osf.io/kbc2d,Matt,1,,,Bitbucket ; Dropbox ; Amazon S3,
https://test.osf.io/nqpyg,Owncloud Project,2025-02-25,2025-04-24,,United States,83122,https://test.osf.io/kzqhy ; https://test.osf.io/n8pkx ; https://test.osf.io/r72xc,Ramyashri Virajamangala ; Ramya+ORCiD ; Ramya Vi,1,,CC0 1.0 Universal,,
https://test.osf.io/knfhm,test affil comp,2025-10-07,2025-10-17,,United States,506808,https://test.osf.io/cdr63,Eric Olson,,,CC0 1.0 Universal,Google Drive,
https://test.osf.io/huvzx,Research Project,2024-03-14,2025-01-08,,United States,0,https://test.osf.io/atryg ; https://test.osf.io/uwdve,Blaine Butler ; Fake Person,,,CC0 1.0 Universal,,
https://test.osf.io/paydv,Test new regression component,2025-11-26,2025-11-26,,United States,0,https://test.osf.io/aepjy ; https://test.osf.io/kzqhy ; https://test.osf.io/t82fv ; https://test.osf.io/wdrkx,OSF Runscope Read ; Ramyashri Virajamangala ; OSFTesting+Read+Write+User ; OSF Test Admin,,,No license,,
https://test.osf.io/ux4by,Visual Attention and Cognitive Load in Dynamic Human-Computer Interfaces,2025-08-27,2025-09-17,,United States,2097128,https://test.osf.io/qa6hy,Adrian Novak,1,,CC0 1.0 Universal,,
https://test.osf.io/xp9gc,c10,2020-11-16,2021-03-23,,United States,0,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/249vd,This will eventually be a registration,2018-02-28,2018-09-27,https://doi.org/10.5072/FK2OSF.IO/249VD,United States,0,https://test.osf.io/gmea2,Amanda Test Liscouski,,,CC0 1.0 Universal,,
https://test.osf.io/rfzem,Background Research,2025-10-15,2025-10-15,,United States,0,https://test.osf.io/atryg,Blaine Butler,1,,CC-By Attribution 4.0 International,Google Drive,
https://test.osf.io/vg29u,New component test,2025-10-16,2025-10-16,,United States,0,https://test.osf.io/kzqhy,Ramyashri Virajamangala,,,Apache License 2.0,,
https://test.osf.io/cugrd,Hotdog Stand,2018-09-24,2019-07-10,,United States,0,https://test.osf.io/3pwky ; https://test.osf.io/5jqnu ; https://test.osf.io/783bw,Sara Bowman ; Rebecca Rosenblatt ; Nici Product,,,CC-By Attribution 4.0 International,,
https://test.osf.io/e2tk5,Financial report,2023-10-13,2023-10-13,,United States,0,https://test.osf.io/atryg,Blaine Butler,1,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,
https://test.osf.io/zt57x,seen,2022-06-14,2022-11-15,,United States,311976,https://test.osf.io/kbc2d ; https://test.osf.io/ps3hj ; https://test.osf.io/uzsqc,Matt ; DC Test Dog ; DC Test - Owl,1,,,,
https://test.osf.io/xzb2g,Supplement project new,2025-09-15,2025-10-15,https://doi.org/10.70102/FK2OSF.IO/XZB2G,United States,14822,https://test.osf.io/5ckty ; https://test.osf.io/t82fv ; https://test.osf.io/ugp32,OSFTestingReadOnlyUser ; OSFTesting+Read+Write+User ; OSFTesting+Multi+Affs,,Book,Apache License 2.0,S3,"Nanoscience and Nanoengineering, Duke University"
https://test.osf.io/arnd5,A,2021-06-04,2025-10-09,,United States,0,https://test.osf.io/ja6h2,yuhuai,,,GNU General Public License (GPL) 2.0,,
https://test.osf.io/atbqh,[Test Server] All My Test Users,2021-10-06,2021-10-07,,United States,0,https://test.osf.io/dgj72 ; https://test.osf.io/qs75f ; https://test.osf.io/t49sy ; https://test.osf.io/xcrs8,Longze Chen - Super ; LC Test - WRITE Contributor ; LC Test - READ Contributor ; LC Test - Institutions,,,,,
https://test.osf.io/3q9gw,DC Test - Project With Components and Files and Linked Project and Linked Registration - 05252023,2023-05-26,2023-06-15,,United States,48184608,https://test.osf.io/e3sfk,DC Test  Emu,2,,,,
https://test.osf.io/yakjn,DC Test - Project with Multiple Institutions - 07262023,2023-07-26,2023-08-28,,United States,3593,https://test.osf.io/6hg5p ; https://test.osf.io/e3sfk ; https://test.osf.io/zpvad,DC Test - Multiple Institutions ; DC Test  Emu ; DC Test Shark,,Collection,,,Whatcom Museum
https://test.osf.io/f6gm5,Fork of asdf,2020-09-14,2020-09-14,,United States,0,https://test.osf.io/kbc2d,Matt,,,,GitLab,
https://test.osf.io/5uyjr,COVID-19 Research,2019-09-04,2020-09-22,,United States,0,https://test.osf.io/783bw,Nici Product,,,CC-By Attribution 4.0 International,Google Drive,
https://test.osf.io/5f2av,c7,2020-11-16,2021-03-23,,United States,0,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/wk9ja,Semi-Annual Progress Report 1,2023-10-16,2023-10-16,,United States,0,https://test.osf.io/atryg,Blaine Butler,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,
https://test.osf.io/86fyc,I made this preprint so my tests would pass.,2018-04-30,2018-08-21,,United States,37167,https://test.osf.io/dkfhp,Lauren Revere,,,,Google Drive,
https://test.osf.io/vbnhm,Datasets,2023-02-02,2023-09-28,,United States,0,https://test.osf.io/atryg,Blaine Butler,,,CC-By Attribution 4.0 International,,
https://test.osf.io/baf8d,A sixth child,2019-04-22,2019-04-22,,United States,0,https://test.osf.io/mfnwq,Dawn Pattison,,,,,
https://test.osf.io/gc2dr,ENG-6096 QA Test Project MK2,2024-10-01,2024-10-01,,United States,0,https://test.osf.io/dgj72 ; https://test.osf.io/p8yhf,Longze Chen - Super ; LC Test - Creator Admin Contributor,1,,,,
https://test.osf.io/evhx4,pls help,2018-12-07,2018-12-14,,United States,1087789,https://test.osf.io/egrnv,Casey Rollins,,,,,
https://test.osf.io/xpsfm,i18n zip,2019-04-26,2019-04-26,,United States,27193,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/erfdj,Verified Resource Linking,2025-02-18,2025-05-29,https://doi.org/10.70102/FK2OSF.IO/ERFDJ,United States,13705,https://test.osf.io/dgj72,Longze Chen - Super,1,,Apache License 2.0,,
https://test.osf.io/hzqjc,Collection Moderation Test Project,2022-12-19,2022-12-20,,United States,0,https://test.osf.io/hwkr8 ; https://test.osf.io/wzrnh,Mark Read 12.22 ; Mark Admin 12.22,4,,Apache License 2.0,,
https://test.osf.io/vp7tq,Templated from u,2025-09-18,2025-09-25,,Canada - Montréal,0,https://test.osf.io/cdr63,Eric Olson,,,GNU Lesser General Public License (LGPL) 2.1,,
https://test.osf.io/beq4n,Materials,2020-03-31,2021-03-26,,United States,111309,https://test.osf.io/mraqk,Bri L Luis,,,,Dropbox ; Google Drive,
https://test.osf.io/emrqp,DOI test 2,2020-11-06,2020-11-07,https://doi.org/10.70102/FK2OSF.IO/EMRQP,United States,0,https://test.osf.io/ydhnf,John Tordoff,,,,,
https://test.osf.io/yx2g6,Test Component,2019-04-24,2019-04-24,,Germany - Frankfurt,0,https://test.osf.io/mfnwq,Dawn Pattison,,,CC0 1.0 Universal,,
https://test.osf.io/ztcqn,Woop For Unreg,2018-12-14,2018-12-14,,United States,0,https://test.osf.io/r28ct ; https://test.osf.io/ybh3w,Erin Braswell ; Unreg Erin 2,,,,,
https://test.osf.io/tb8uk,wikiwiki,2021-11-12,2022-07-25,,United States,0,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/d8pc4,Test DOI/GUID creation,2025-06-11,2025-06-11,https://doi.org/10.70102/FK2OSF.IO/D8PC4,United States,0,https://test.osf.io/kzqhy,Ramyashri Virajamangala,,,,,
https://test.osf.io/c6tzs,test affil,2024-01-03,2024-01-30,,United States,137414,https://test.osf.io/cdr63,Eric Olson,,,CC-By Attribution-ShareAlike 4.0 International,,
https://test.osf.io/kfqpy,layer 3,2025-10-17,2025-10-17,,United States,156516,https://test.osf.io/cdr63,Eric Olson,,,CC0 1.0 Universal,Box,
https://test.osf.io/9ymuc,Testing Addons Admin,2025-02-03,2025-02-21,,United States,128189531,https://test.osf.io/atryg,Blaine Butler,1,,,,
https://test.osf.io/34rg2,A third child,2019-04-22,2019-04-22,,United States,0,https://test.osf.io/mfnwq,Dawn Pattison,,,,,
https://test.osf.io/crm6k,Study 2,2020-07-19,2020-07-20,,United States,0,https://test.osf.io/cdr63 ; https://test.osf.io/g9hjn ; https://test.osf.io/q3jfw,Eric Olson ; Kayla Brown ; Claire Riss,,,CC-By Attribution 4.0 International,,
https://test.osf.io/y47cw,Download free games and software!,2021-02-24,2021-02-24,,United States,0,https://test.osf.io/4ytz7,Corbin Sanders,,,,,
https://test.osf.io/98tjb,Test Project for Open Syllabi,2019-06-26,2019-06-26,,Germany - Frankfurt,8,https://test.osf.io/mfnwq,Dawn Pattison,,,,,
https://test.osf.io/g8skh,hello,2017-11-29,2018-04-13,,United States,0,https://test.osf.io/3pwky,Sara Bowman,,,CC0 1.0 Universal,,
https://test.osf.io/vutz5,talkfjasldkfj,2019-01-08,2019-07-10,,United States,0,https://test.osf.io/783bw,Nici Product,,,CC-By Attribution 4.0 International,,
https://test.osf.io/r2pqs,ttt,2025-06-12,2025-07-15,,Canada - Montréal,0,https://test.osf.io/cdr63,Eric Olson,,,CC-By Attribution 4.0 International,Google Drive,
https://test.osf.io/5q7wb,Spot check PBandS release,2025-10-27,2025-10-27,,United States,0,https://test.osf.io/5ckty ; https://test.osf.io/kzqhy ; https://test.osf.io/t82fv ; https://test.osf.io/wdrkx,OSFTestingReadOnlyUser ; Ramyashri Virajamangala ; OSFTesting+Read+Write+User ; OSF Test Admin,2,Book,Apache License 2.0,Box ; Google Drive,"Nanoscience and Nanoengineering, Duke University"
https://test.osf.io/t2dwn,Test,2023-12-20,2024-02-26,,United States,40892,https://test.osf.io/atryg,Blaine Butler,1,,CC-By Attribution 4.0 International,,
https://test.osf.io/8esc5,"Probing children's understanding of ecological sustainability, ethical AI, and social equality of social robots",2025-02-25,2025-07-23,,United States,0,https://test.osf.io/8627p ; https://test.osf.io/qa6hy,Mark (Write) ; Adrian Novak,,,CC0 1.0 Universal,,
https://test.osf.io/axm36,Fork of All the Addons,2025-07-21,2025-11-06,,United States,194007,https://test.osf.io/mafpg ; https://test.osf.io/qnaus,Futa Ikeda ; Futa COS Ikeda,4,,,Dropbox ; Github,
https://test.osf.io/9jzwu,Wiki test,2023-10-13,2025-02-14,,United States,0,https://test.osf.io/ydhnf,John Tordoff,,,CC0 1.0 Universal,,
https://test.osf.io/qga7j,Test Project with Separate Casing - Open Syllabi,2019-06-26,2019-06-26,,Germany - Frankfurt,0,https://test.osf.io/mfnwq,Dawn Pattison,,,,,
https://test.osf.io/6hmxw,Uday's Test Project,2019-06-14,2021-01-20,,United States,835272,https://test.osf.io/ep6js ; https://test.osf.io/udcnb,Yadu Rakdehkrav ; Uday Varkhedkar,,,,,
https://test.osf.io/sgh6c,guitars&amp;amps,2018-12-20,2018-12-20,,United States,0,https://test.osf.io/r28ct,Erin Braswell,,,,,
https://test.osf.io/bvdgz,Bulk Upload Test - Admin Initiator,2021-12-21,2023-09-15,,United States,0,https://test.osf.io/8d7zv ; https://test.osf.io/dgj72 ; https://test.osf.io/t49sy ; https://test.osf.io/xcrs8,DC Test Moderator ; Longze Chen - Super ; LC Test - READ Contributor ; LC Test - Institutions,1,,,,
https://test.osf.io/43bnx,Knowledge and Skill Acquisition through Gamified Learning,2025-09-17,2025-09-17,,United States,0,https://test.osf.io/e4mgw,Asher Cardiff Lestibournes,,,,,
https://test.osf.io/zw4x6,This is Test 3,2024-09-19,2024-09-19,,United States,0,https://test.osf.io/8wtph,Mark911 UAT-A,,,,,
https://test.osf.io/pyuhd,Public Component,2023-03-27,2023-03-27,,United States,0,https://test.osf.io/afjrt,DC Test Duck,1,,,,
https://test.osf.io/wbfhx,fdghj,2025-10-08,2025-11-10,,United States,0,https://test.osf.io/qnaus,Futa COS Ikeda,5,,CC-By Attribution 4.0 International,,
https://test.osf.io/bmcyt,Commentary on Peer Review in Organizational Neuroscience,2025-11-20,2025-11-20,,United States,2228,https://test.osf.io/8j25u ; https://test.osf.io/c78ru,Michaela Riggio ; Gretchen Gueguen,5,,CC0 1.0 Universal,,
https://test.osf.io/gmx35,Test,2018-04-30,2019-02-13,,United States,0,https://test.osf.io/3pwky,Sara Bowman,,,,,
https://test.osf.io/2rgpq,test,2021-11-12,2022-03-03,https://doi.org/10.70102/FK2OSF.IO/2RGPQ,United States,4772,https://test.osf.io/fs8ux,Daniel Steger,,,,,
https://test.osf.io/96kq2,Sniff TEST,2025-05-05,2025-07-28,https://doi.org/10.70102/FK2OSF.IO/96KQ2,United States,866978,https://test.osf.io/atryg,Blaine Butler,,,CC0 1.0 Universal,Github,
https://test.osf.io/2yxc3,test,2023-07-12,2025-10-31,https://doi.org/10.70102/FK2OSF.IO/2YXC3,United States,1333024992,https://test.osf.io/5mv4a ; https://test.osf.io/ydhnf,John Alt ; John Tordoff,,,,Google Drive ; S3,
https://test.osf.io/juzga,agae,2025-02-19,2025-03-11,,United States,0,https://test.osf.io/8627p,Mark (Write),,,,,
https://test.osf.io/p9xtk,FSCI Course: Scholarly Communications Intro,2019-10-21,2019-10-22,,United States,51899202,https://test.osf.io/783bw,Nici Product,,,CC-By Attribution 4.0 International,,
https://test.osf.io/kte8z,New Title,2023-10-27,2025-01-08,,United States,10736278,https://test.osf.io/atryg ; https://test.osf.io/fs8ux ; https://test.osf.io/uwdve,Blaine Butler ; Daniel Steger ; Fake Person,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,
https://test.osf.io/ybdfg,Component 2,2025-08-13,2025-08-21,,United States,0,https://test.osf.io/qa6hy,Adrian Novak,1,,CC0 1.0 Universal,,
https://test.osf.io/mbs69,Research Project,2025-10-02,2025-10-02,,United States,0,https://test.osf.io/h9jng ; https://test.osf.io/xth23,Crystal Steltenpohl ; Eric Olson,,Project,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,NIH Blueprint for Neuroscience Research
https://test.osf.io/57an4,"An Individual Differences Investigation of the Relations Among Life Event Stress, Working Memory Capacity, and Mind Wandering: A Replication-Extension Study",2025-10-15,2025-10-27,,United States,0,https://test.osf.io/atryg,Blaine Butler,4,,CC-By Attribution 4.0 International,,
https://test.osf.io/yem3k,Albert,2022-12-20,2025-03-03,,United States,797405,https://test.osf.io/dgj72 ; https://test.osf.io/vte3j,Longze Chen - Super ; Fitz Elliott,,,Artistic License 2.0,,
https://test.osf.io/v2p85,"Study 2: Replication of Sharma et al., 2010 (Cell)",2021-09-02,2021-11-19,,United States,0,https://test.osf.io/783bw ; https://test.osf.io/guycf,Nici Product ; Tim Errington,,,CC-By Attribution 4.0 International,,
https://test.osf.io/7sjvh,asdf,2018-06-04,2018-06-04,,United States,2463549,https://test.osf.io/gd37a,joshua,,,,,
https://test.osf.io/58pz9,JKLM - DC Test - Another Collection Project - 02062023,2023-02-06,2023-02-17,,United States,0,https://test.osf.io/e3sfk ; https://test.osf.io/uzsqc,DC Test  Emu ; DC Test - Owl,,,CC0 1.0 Universal,,
https://test.osf.io/3my8w,Effect of coffee on neural activity,2019-02-12,2020-10-07,https://doi.org/10.5072/OSF.IO/3MY8W,United States,268734,https://test.osf.io/cb5nt ; https://test.osf.io/djvfh,Davidtest Mellor ; Alex DeHaven,,,CC-By Attribution 4.0 International,,
https://test.osf.io/4mzr7,Josh's Awesome Component (of Justice),2019-04-12,2019-04-12,,United States,0,https://test.osf.io/nvxzg,Josh Hernandez,,,GNU General Public License (GPL) 2.0,,
https://test.osf.io/uh2aw,Josh MFR Testing,2025-11-04,2025-11-04,,United States,7753375,https://test.osf.io/nvxzg,Josh Hernandez,15,,,,
https://test.osf.io/adhy4,SPAM!,2023-03-02,2023-03-02,,United States,0,https://test.osf.io/jkmq7,Jon Walz,2,,,,
https://test.osf.io/47zd5,I like pie,2018-02-12,2018-02-12,,United States,0,https://test.osf.io/5jqnu,Rebecca Rosenblatt,,,,,
https://test.osf.io/5ed72,Financial Report,2023-10-16,2023-10-16,,United States,0,https://test.osf.io/atryg,Blaine Butler,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,
https://test.osf.io/dz4tf,A fifth child,2019-04-22,2019-04-22,,United States,0,https://test.osf.io/b67y5 ; https://test.osf.io/mfnwq,Dawn Pattison 50 ; Dawn Pattison,,,,,
https://test.osf.io/r5h32,www.evil.com,2022-11-22,2022-11-22,,United States,0,https://test.osf.io/kbc2d,Matt,1,,,,
https://test.osf.io/3s7y9,Red MOon 2018,2018-07-27,2018-07-27,,United States,14979,https://test.osf.io/ghdnm ; https://test.osf.io/rx4vp,Orange Order ; Blue Middle Family,,,GNU General Public License (GPL) 3.0,,
https://test.osf.io/3aecd,Test Description Data Issue,2020-05-13,2021-03-08,,United States,0,https://test.osf.io/mraqk,Bri L Luis,,,,,
https://test.osf.io/aej5t,My New Research Project,2025-10-02,2025-10-02,,United States,0,https://test.osf.io/h9jng,Crystal Steltenpohl,,,CC0 1.0 Universal,,
https://test.osf.io/hnjpc,SPARC demo,2023-01-31,2023-09-28,,United States,0,https://test.osf.io/atryg,Blaine Butler,,,CC0 1.0 Universal,,
https://test.osf.io/kn6uh,Test all Addons,2025-02-24,2025-04-14,,United States,345083,https://test.osf.io/5ckty ; https://test.osf.io/kzqhy,OSFTestingReadOnlyUser ; Ramyashri Virajamangala,2,,CC0 1.0 Universal,,
https://test.osf.io/k7a5j,c4,2020-11-16,2021-03-23,,United States,0,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/sc9xj,newCAS OAuth 2.0 Server Test Project,2021-04-08,2021-04-13,,United States,0,https://test.osf.io/dgj72,Longze Chen - Super,,,,,
https://test.osf.io/avhsb,DC Test - Collection Project - 01252023,2023-01-25,2023-01-25,,United States,0,https://test.osf.io/6hg5p ; https://test.osf.io/c6nfv ; https://test.osf.io/zpvad,DC Test - Multiple Institutions ; DC Test - Snake ; DC Test Shark,2,,CC0 1.0 Universal,,
https://test.osf.io/v9cbt,ENG-6096 QA Test Project,2024-09-30,2025-02-12,,United States,13705,https://test.osf.io/83e7r ; https://test.osf.io/c6zxh ; https://test.osf.io/kbc2d ; https://test.osf.io/kzqhy ; https://test.osf.io/p8yhf,Matt Fraz ; Josh Hernandez ; Matt ; Ramyashri Virajamangala ; LC Test - Creator Admin Contributor,1,,,,
https://test.osf.io/bhw8z,Study 3,2020-07-19,2020-07-20,,United States,0,https://test.osf.io/cdr63 ; https://test.osf.io/g9hjn ; https://test.osf.io/q3jfw,Eric Olson ; Kayla Brown ; Claire Riss,,,CC-By Attribution 4.0 International,,
https://test.osf.io/29kep,Predicting community resiliency in the age of COVID-19: the role of mindfulness in wellbeing,2020-07-17,2020-07-29,,United States,0,https://test.osf.io/cdr63 ; https://test.osf.io/g9hjn ; https://test.osf.io/q3jfw,Eric Olson ; Kayla Brown ; Claire Riss,,,CC-By Attribution 4.0 International,Github ; Google Drive,
https://test.osf.io/7dsqw,c8,2020-11-16,2021-03-23,,United States,0,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/cbrqv,Political Ideology and Age,2020-01-21,2020-04-03,,United States,105551,https://test.osf.io/3pwky ; https://test.osf.io/783bw ; https://test.osf.io/e97wk ; https://test.osf.io/f3bdm,Sara Bowman ; Nici Product ; Ash Ayman Shairzay ; Nicole Pfeiffer,,,CC-By Attribution-ShareAlike 4.0 International,,
https://test.osf.io/unqh7,UoL - SSO Migration Testing - New Student User Workflow,2025-09-30,2025-09-30,,United States,0,https://test.osf.io/p8yhf ; https://test.osf.io/sthu9,LC Test - Creator Admin Contributor ; Test Ulip Student D (Student);test.ulipstudentd@london.ac.uk,,,,,
https://test.osf.io/xd3tc,Detailed Report,2023-10-16,2023-11-14,,United States,0,https://test.osf.io/atryg,Blaine Butler,,Dataset,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,
https://test.osf.io/emsuw,[Dashboard] New and Noteworthy,2024-01-26,2024-01-26,,,,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/tk93u,Wedding,2022-07-08,2023-10-12,,United States,3852607,https://test.osf.io/atryg ; https://test.osf.io/c78ru ; https://test.osf.io/waq6d,Blaine Butler ; Gretchen Gueguen ; Daniel Steger,,,CC-By Attribution 4.0 International,,
https://test.osf.io/4wnmh,ffffff,2021-06-28,2021-06-28,,United States,0,https://test.osf.io/qnaus,Futa COS Ikeda,,,,,
https://test.osf.io/7x9mk,SNIFFING,2023-12-15,2024-03-06,,United States,0,https://test.osf.io/atryg,Blaine Butler,,,MIT License,,
https://test.osf.io/vzkbc,Testing 33,2022-08-02,2023-09-28,,United States,24790,https://test.osf.io/atryg ; https://test.osf.io/fs8ux,Blaine Butler ; Daniel Steger,,,CC-By Attribution 4.0 International,,
https://test.osf.io/asq4v,Test project123,2025-10-07,2025-10-11,,United States,5256247,https://test.osf.io/5ckty ; https://test.osf.io/d7fpq ; https://test.osf.io/kzqhy ; https://test.osf.io/t82fv,OSFTestingReadOnlyUser ; Pavlo Shtohryn ; Ramyashri Virajamangala ; OSFTesting+Read+Write+User,16,,No license,Bitbucket ; Box ; Dropbox ; Google Drive ; Onedrive ; ownCloud ; S3,
https://test.osf.io/n89ws,c1,2020-11-16,2021-04-28,,United States,0,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/q94tg,thnthnthnth,2019-03-06,2024-03-03,,United States,4214367,https://test.osf.io/kxu2z,Abram Booth,1,Book,MIT License,,
https://test.osf.io/43e5k,well,2018-08-02,2018-09-27,,United States,0,https://test.osf.io/75awp,Lauren Revere &amp;&gt; test 2,,,,,
https://test.osf.io/mquvg,DC Test - Public Project - 03272023,2023-03-27,2023-03-27,,United States,0,https://test.osf.io/afjrt,DC Test Duck,3,,,,
https://test.osf.io/a8wmq,nesting!,2019-05-31,2019-06-03,,United States,63352576,https://test.osf.io/3pwky,Sara Bowman,,,,,
https://test.osf.io/4ape7,Component 1,2023-05-26,2023-05-26,,United States,0,https://test.osf.io/e3sfk,DC Test  Emu,1,,GNU General Public License (GPL) 3.0,,
https://test.osf.io/hm2q3,EMBSI demo2,2023-01-20,2023-09-28,,United States,18402,https://test.osf.io/atryg,Blaine Butler,,,CC0 1.0 Universal,,
https://test.osf.io/x3yv9,Test alphabet file,2019-09-11,2019-09-12,,Germany - Frankfurt,196668,https://test.osf.io/mfnwq,Dawn Pattison,,,,,
https://test.osf.io/kue57,test comp,2025-10-17,2025-10-17,,United States,74069,https://test.osf.io/cdr63,Eric Olson,,,CC0 1.0 Universal,Google Drive ; S3 ; Zotero,
https://test.osf.io/4ks3d,Magnets are really fun,2021-10-12,2025-05-22,,United States,29284,https://test.osf.io/a6d4c ; https://test.osf.io/cdr63,Test Claim ; Eric Olson,6,,CC-By Attribution 4.0 International,Dataverse,
https://test.osf.io/7rpj5,DC Test - New Public Project - 01272022,2022-01-27,2022-01-27,,United States,0,https://test.osf.io/wujvb,DC Test Cow,,,,,
https://test.osf.io/42ra3,c2,2020-11-16,2021-03-23,,United States,0,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/zqkvc,New embargoed registration,2025-10-08,2025-11-12,,United States,10167899,https://test.osf.io/kzqhy,Ramyashri Virajamangala,5,,Artistic License 2.0,,
https://test.osf.io/ah7v2,Inter-FC,2025-02-26,2025-09-18,,United States,10987703,https://test.osf.io/atryg,Blaine Butler,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,
https://test.osf.io/xy5er,c9,2020-11-16,2021-03-23,,United States,0,https://test.osf.io/kbc2d,Matt,,,,,
https://test.osf.io/e2kay,jgjhfjhg,2019-01-03,2019-01-03,,Canada - Montréal,10654,https://test.osf.io/42u8f,James C. Davis,,,,,
https://test.osf.io/rbkgj,DC Test - Public Project with Component - 05262023,2023-05-26,2023-06-30,,United States,3593,https://test.osf.io/c6nfv ; https://test.osf.io/e3sfk ; https://test.osf.io/uzsqc ; https://test.osf.io/v6esk ; https://test.osf.io/zpvad,DC Test - Snake ; DC Test  Emu ; DC Test - Owl ; DC Test - Squid ; DC Test Shark,2,,GNU General Public License (GPL) 3.0,,
https://test.osf.io/3wk2u,Detailed Report,2023-10-16,2023-10-16,,United States,0,https://test.osf.io/atryg,Blaine Butler,1,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,
https://test.osf.io/v5e2u,hi,2018-05-24,2018-10-12,,United States,195616,https://test.osf.io/dkfhp,Lauren Revere,,,,GitLab,
